station,x,y,z_base,z_crest
115.5,77.68412318900276,7.012631771014692,-29.0,0.0
116.0,77.72747958017538,6.514515953884691,-29.0,0.0
116.5,77.7676420523219,6.01613244717356,-28.754,0.0
117.0,77.80460895511625,5.517501730080844,-28.508,0.0
117.5,77.8383787695423,5.018644291964268,-28.262,0.0
118.0,77.86895010795631,4.519580631497812,-28.016000000000002,0.0
118.5,77.89632171414387,4.020331255829383,-27.77,0.0
119.0,77.92049246337154,3.520916679738142,-27.524,0.0
119.5,77.94146136243313,3.0213574247915957,-27.278,0.0
120.0,77.95922754969043,2.521674018502232,-27.032,0.0
120.5,77.97379029510864,2.0218869934840873,-26.786,0.0
121.0,77.98514900028644,1.522016886609024,-26.54,0.0
121.03252032520325,77.9857767925633,1.4895026218493388,-26.524,0.0
121.08252032520325,77.98671557915266,1.4395114366850266,-26.4994,0.0
121.13252032520325,77.98762231991984,1.3895196600055157,-26.474800000000002,0.0
121.18252032520326,77.98849701449221,1.3395273123531029,-26.450199999999995,0.0
121.23252032520325,77.98933966251037,1.2895344142703709,-26.425599999999996,0.0
121.28252032520325,77.99015026362805,1.2395409863000773,-26.400999999999996,0.0
121.33252032520325,77.99092881751217,1.1895470489852142,-26.3764,0.0
121.38252032520325,77.99167532384283,1.1395526228690012,-26.3518,0.0
121.43252032520326,77.99238978231323,1.0895577284948055,-26.327199999999998,0.0
121.48252032520325,77.99307219262984,1.0395623864062398,-26.302599999999998,0.0
121.5,77.99330319848045,1.0220842381628397,-26.294,0.0
121.53252032520325,77.99372255451222,0.9895666171470826,-26.278000000000002,0.0
121.58252032520325,77.99434086769314,0.9395704412612889,-26.253400000000003,0.0
121.63252032520325,77.99492713191852,0.8895738792929798,-26.228800000000003,0.0
121.68252032520326,77.99548134694746,0.8395769517864184,-26.204199999999997,0.0
121.73252032520325,77.99600351255222,0.7895796792860696,-26.179599999999997,0.0
121.78252032520325,77.99649362851824,0.7395820823364885,-26.154999999999998,0.0
121.83252032520325,77.99695169464412,0.6895841814823801,-26.1304,0.0
121.88252032520325,77.99737771074165,0.6395859972685923,-26.105800000000002,0.0
121.93252032520326,77.99777167663575,0.5895875502400375,-26.0812,0.0
121.98252032520325,77.99813359216455,0.5395888609417875,-26.0566,0.0
122.0,77.99825255462449,0.5221095910012435,-26.048000000000002,0.0
122.03252032520325,77.99846345717933,0.48958994991899674,-26.032000000000004,0.0
122.08252032520325,77.99876127154452,0.43959083771691054,-26.007400000000004,0.0
122.13252032520325,77.9990270351378,0.3895915448808572,-25.982800000000005,0.0
122.18252032520326,77.99926074784992,0.33959209195622153,-25.958199999999998,0.0
122.23252032520325,77.99946240958485,0.2895924994885064,-25.9336,0.0
122.28252032520325,77.99963202025972,0.23959278802322,-25.909,0.0
122.33252032520325,77.99976957980486,0.18959297810593664,-25.8844,0.0
122.38252032520325,77.99987508816373,0.13959309028228845,-25.8598,0.0
122.43252032520326,77.99994854529297,0.08959314509788757,-25.835199999999997,0.0
122.48252032520325,77.9999899511624,0.039593163098421785,-25.810599999999997,0.0
122.5,77.99999686534336,0.022113489705724222,-25.802,0.0
122.53252032520325,77.99999930575501,-0.010406835170423422,-25.786,0.0
122.58252032520325,77.99997660906695,-0.06040682916295583,-25.761400000000002,0.0
122.63252032520325,77.99992186110754,-0.11040679833348502,-25.736800000000002,0.0
122.68252032520326,77.99983506189929,-0.160406722136348,-25.712199999999996,0.0
122.73252032520325,77.99971621147786,-0.21040658002584858,-25.687599999999996,0.0
122.78252032520325,77.99956530989209,-0.26040635145636953,-25.662999999999997,0.0
122.83252032520325,77.99938235720398,-0.3104060158823118,-25.6384,0.0
122.88252032520325,77.99916735348873,-0.36040555275810315,-25.6138,0.0
122.93252032520326,77.99892029883466,-0.4104049415382756,-25.589199999999998,0.0
122.98252032520325,77.9986411933433,-0.46040416167736997,-25.5646,0.0
123.0,77.99853605896115,-0.47788352026065234,-25.556,0.0
123.03252032520325,77.99833003712934,-0.5104031926300138,-25.540000000000003,0.0
123.5,77.99387019550424,-0.9778608933974821,-25.310000000000002,0.0
124.0,77.98599946669874,-1.4777980850112622,-25.064,0.0
124.5,77.97492419596274,-1.9776745520596168,-24.818,0.0
125.0,77.9606448383929,-2.4774697539953654,-24.572000000000003,0.0
125.5,77.94316198074584,-2.977163153610665,-24.326,0.0
126.0,77.92247634141395,-3.476734217880839,-24.080000000000002,0.0
126.5,77.89858877039595,-3.976162418808123,-23.834000000000003,0.0
127.0,77.87150024926191,-4.475427234265185,-23.588,0.0
127.5,77.84121189111292,-4.974508148838406,-23.342,0.0
128.0,77.8077249405354,-5.473384654670882,-23.096,0.0
128.5,77.77104077354986,-5.972036252305122,-22.85,0.0
129.0,77.73116089755445,-6.4704424515253915,-22.604,0.0
129.5,77.688086951263,-6.968582772199716,-22.358,0.0
130.0,77.64182070463767,-7.466436745121301,-22.112000000000002,0.0
130.5,77.59236405881617,-7.963983912849841,-21.866,0.0
131.0,77.53971904603377,-8.461203830552002,-21.62,0.0
131.5,77.48388782953963,-8.958076066841562,-21.374000000000002,0.0
132.0,77.42487270350806,-9.454580204618962,-21.128,0.0
132.5,77.36267609294413,-9.950695841910255,-20.882,0.0
133.0,77.29730055358412,-10.44640259270551,-20.636,0.0
133.5,77.2287487717904,-10.941680087796406,-20.39,0.0
134.0,77.15702356444119,-11.436507975613285,-20.144000000000002,0.0
134.5,77.08212787881463,-11.930865923061416,-19.898,0.0
135.0,77.0040647924678,-12.42473361635654,-19.652,0.0
135.5,76.92283751311025,-12.918090761859444,-19.406000000000002,0.0
136.0,76.83844937847212,-13.410917086910064,-19.16,0.0
136.5,76.75090385616708,-13.903192340660382,-18.914,0.0
137.0,76.66020454354974,-14.394896294906582,-18.668,0.0
137.5,76.56635516756795,-14.886008744920252,-18.422,0.0
138.0,76.4693595846095,-15.376509510278632,-18.176000000000002,0.0
138.5,76.36922178034388,-15.86637843569385,-17.93,0.0
139.0,76.26594586955822,-16.355595391841117,-17.684,0.0
